Date,Open,High,Low,Close,Adj Close,Volume
2024-02-08,4995.16015625,5000.39990234375,4987.08984375,4997.91015625,4997.91015625,4341860000
2024-02-09,5004.169921875,5030.06005859375,5000.33984375,5026.60986328125,5026.60986328125,3912990000
2024-02-12,5026.830078125,5048.39013671875,5016.830078125,5021.83984375,5021.83984375,3805740000
2024-02-13,4967.93994140625,4971.2998046875,4920.31005859375,4953.169921875,4953.169921875,4302190000
2024-02-14,4976.43994140625,5002.52001953125,4956.4501953125,5000.6201171875,5000.6201171875,3845600000
2024-02-15,5003.14013671875,5032.72021484375,4999.43994140625,5029.72998046875,5029.72998046875,4137970000
2024-02-16,5031.1298828125,5038.7001953125,4999.52001953125,5005.56982421875,5005.56982421875,3833270000
2024-02-20,4989.31982421875,4993.7099609375,4955.02001953125,4975.509765625,4975.509765625,4034880000
2024-02-21,4963.02978515625,4983.2099609375,4946.0,4981.7998046875,4981.7998046875,3788390000
2024-02-22,5038.830078125,5094.39013671875,5038.830078125,5087.02978515625,5087.02978515625,4051710000
2024-02-23,5100.919921875,5111.06005859375,5081.4599609375,5088.7998046875,5088.7998046875,3672790000
2024-02-26,5093.0,5097.66015625,5068.91015625,5069.52978515625,5069.52978515625,3683930000
2024-02-27,5074.60009765625,5080.68994140625,5057.2900390625,5078.18017578125,5078.18017578125,3925950000
2024-02-28,5067.2001953125,5077.3701171875,5058.35009765625,5069.759765625,5069.759765625,3789370000
2024-02-29,5085.35986328125,5104.990234375,5061.89013671875,5096.27001953125,5096.27001953125,5219740000
2024-03-01,5098.509765625,5140.330078125,5094.16015625,5137.080078125,5137.080078125,4748110000
2024-03-04,5130.990234375,5149.669921875,5127.18017578125,5130.9501953125,5130.9501953125,4758440000
2024-03-05,5110.52001953125,5114.5400390625,5056.81982421875,5078.64990234375,5078.64990234375,4418410000
2024-03-06,5108.02978515625,5127.97021484375,5092.22021484375,5104.759765625,5104.759765625,4559050000
2024-03-07,5132.3798828125,5165.6201171875,5128.2099609375,5157.35986328125,5157.35986328125,4137980000
2024-03-08,5164.4599609375,5189.259765625,5117.5,5123.68994140625,5123.68994140625,4208870000
2024-03-11,5111.9599609375,5124.66015625,5091.14013671875,5117.93994140625,5117.93994140625,3896430000
2024-03-12,5134.2998046875,5179.8701171875,5114.47998046875,5175.27001953125,5175.27001953125,4080510000
2024-03-13,5173.490234375,5179.14013671875,5151.8798828125,5165.31005859375,5165.31005859375,4282890000
2024-03-14,5175.14013671875,5176.85009765625,5123.2998046875,5150.47998046875,5150.47998046875,4687970000
2024-03-15,5123.31005859375,5136.85986328125,5104.35009765625,5117.08984375,5117.08984375,7753670000
2024-03-18,5154.77001953125,5175.60009765625,5145.47021484375,5149.419921875,5149.419921875,4036220000
2024-03-19,5139.08984375,5180.31005859375,5131.58984375,5178.509765625,5178.509765625,4031760000
2024-03-20,5181.68994140625,5226.18994140625,5171.5498046875,5224.6201171875,5224.6201171875,4064850000
2024-03-21,5253.43017578125,5261.10009765625,5240.66015625,5241.52978515625,5241.52978515625,4207730000
2024-03-22,5242.47998046875,5246.08984375,5229.8701171875,5234.18017578125,5234.18017578125,3374700000
2024-03-25,5219.52001953125,5229.08984375,5216.08984375,5218.18994140625,5218.18994140625,3331360000
2024-03-26,5228.85009765625,5235.16015625,5203.419921875,5203.580078125,5203.580078125,3871790000
2024-03-27,5226.31005859375,5249.259765625,5213.919921875,5248.490234375,5248.490234375,3850500000
2024-03-28,5248.02978515625,5264.85009765625,5245.81982421875,5254.35009765625,5254.35009765625,3998270000
2024-04-01,5257.97021484375,5263.9501953125,5229.2001953125,5243.77001953125,5243.77001953125,3325930000
2024-04-02,5204.2900390625,5208.33984375,5184.0498046875,5205.81005859375,5205.81005859375,3886590000
2024-04-03,5194.3701171875,5228.75,5194.3701171875,5211.490234375,5211.490234375,3703250000
2024-04-04,5244.0498046875,5256.58984375,5146.06005859375,5147.2099609375,5147.2099609375,4075680000
2024-04-05,5158.9501953125,5222.18017578125,5157.2099609375,5204.33984375,5204.33984375,3386780000
2024-04-08,5211.3701171875,5219.56982421875,5197.35009765625,5202.39013671875,5202.39013671875,3278180000
2024-04-09,5217.02978515625,5224.81005859375,5160.77978515625,5209.91015625,5209.91015625,3400680000
2024-04-10,5167.8798828125,5178.43017578125,5138.7001953125,5160.64013671875,5160.64013671875,3845930000
2024-04-11,5172.9501953125,5211.77978515625,5138.77001953125,5199.06005859375,5199.06005859375,3509380000
2024-04-12,5171.509765625,5175.02978515625,5107.93994140625,5123.41015625,5123.41015625,3963220000
2024-04-15,5149.669921875,5168.43017578125,5052.47021484375,5061.81982421875,5061.81982421875,3950210000
2024-04-16,5064.58984375,5079.83984375,5039.830078125,5051.41015625,5051.41015625,4006200000
2024-04-17,5068.97021484375,5077.9599609375,5007.25,5022.2099609375,5022.2099609375,3596130000
2024-04-18,5031.52001953125,5056.66015625,5001.89013671875,5011.1201171875,5011.1201171875,3619760000
2024-04-19,5005.43994140625,5019.02001953125,4953.56005859375,4967.22998046875,4967.22998046875,3878750000
2024-04-22,4987.330078125,5038.83984375,4969.39990234375,5010.60009765625,5010.60009765625,3820250000
2024-04-23,5028.85009765625,5076.1201171875,5027.9599609375,5070.5498046875,5070.5498046875,3751400000
2024-04-24,5084.85986328125,5089.47998046875,5047.02001953125,5071.6298828125,5071.6298828125,3656740000
2024-04-25,5019.8798828125,5057.75,4990.580078125,5048.419921875,5048.419921875,3958050000
2024-04-26,5084.64990234375,5114.6201171875,5073.14013671875,5099.9599609375,5099.9599609375,3604140000
2024-04-29,5114.1298828125,5123.490234375,5088.64990234375,5116.169921875,5116.169921875,3447450000
2024-04-30,5103.77978515625,5110.830078125,5035.31005859375,5035.68994140625,5035.68994140625,4082470000
2024-05-01,5029.02978515625,5096.1201171875,5013.4501953125,5018.39013671875,5018.39013671875,4544170000
2024-05-02,5049.31982421875,5073.2099609375,5011.0498046875,5064.2001953125,5064.2001953125,4381660000
2024-05-03,5122.77978515625,5139.1201171875,5101.22021484375,5127.7900390625,5127.7900390625,3924990000
2024-05-06,5142.419921875,5181.0,5142.419921875,5180.740234375,5180.740234375,3683250000
2024-05-07,5187.2001953125,5200.22998046875,5178.9599609375,5187.7001953125,5187.7001953125,3987890000
2024-05-08,5168.97998046875,5191.9501953125,5165.85986328125,5187.669921875,5187.669921875,3842100000
2024-05-09,5189.02978515625,5215.2998046875,5180.41015625,5214.080078125,5214.080078125,3727370000
2024-05-10,5225.490234375,5239.66015625,5209.68017578125,5222.68017578125,5222.68017578125,3617900000
2024-05-13,5233.080078125,5237.259765625,5211.16015625,5221.419921875,5221.419921875,4255710000
2024-05-14,5221.10009765625,5250.3701171875,5217.97998046875,5246.68017578125,5246.68017578125,4763580000
2024-05-15,5263.259765625,5311.759765625,5263.259765625,5308.14990234375,5308.14990234375,4360810000
2024-05-16,5310.06982421875,5325.490234375,5296.18994140625,5297.10009765625,5297.10009765625,3817470000
2024-05-17,5303.10009765625,5305.4501953125,5283.58984375,5303.27001953125,5303.27001953125,3578120000
2024-05-20,5305.35009765625,5325.31982421875,5302.39990234375,5308.1298828125,5308.1298828125,3420100000
2024-05-21,5298.68994140625,5324.31982421875,5297.8701171875,5321.41015625,5321.41015625,3662240000
2024-05-22,5319.27978515625,5323.18017578125,5286.009765625,5307.009765625,5307.009765625,3847130000
2024-05-23,5340.259765625,5341.8798828125,5256.93017578125,5267.83984375,5267.83984375,3869520000
2024-05-24,5281.4501953125,5311.64990234375,5278.39013671875,5304.72021484375,5304.72021484375,3005510000
2024-05-28,5315.91015625,5315.91015625,5280.89013671875,5306.0400390625,5306.0400390625,3751540000
2024-05-29,5278.72998046875,5282.27001953125,5262.7001953125,5266.9501953125,5266.9501953125,3552750000
2024-05-30,5259.77001953125,5260.2099609375,5222.10009765625,5235.47998046875,5235.47998046875,3818750000
2024-05-31,5243.2099609375,5280.330078125,5191.68017578125,5277.509765625,5277.509765625,5437160000
2024-06-03,5297.14990234375,5302.10986328125,5234.31982421875,5283.39990234375,5283.39990234375,4046920000
2024-06-04,5278.240234375,5298.7998046875,5257.6298828125,5291.33984375,5291.33984375,3707900000
2024-06-05,5314.47998046875,5354.16015625,5297.64013671875,5354.02978515625,5354.02978515625,3591460000
2024-06-06,5357.7998046875,5362.35009765625,5335.35986328125,5352.9599609375,5352.9599609375,3609990000
2024-06-07,5343.81005859375,5375.080078125,5331.330078125,5346.990234375,5346.990234375,3692760000
2024-06-10,5341.22021484375,5365.7900390625,5331.52001953125,5360.7900390625,5360.7900390625,3622280000
2024-06-11,5353.0,5375.9501953125,5327.25,5375.31982421875,5375.31982421875,3568030000
2024-06-12,5409.1298828125,5447.25,5409.1298828125,5421.02978515625,5421.02978515625,3962840000
2024-06-13,5441.93017578125,5441.93017578125,5402.509765625,5433.740234375,5433.740234375,3530380000
2024-06-14,5424.080078125,5432.39013671875,5403.75,5431.60009765625,5431.60009765625,3438650000
2024-06-17,5431.10986328125,5488.5,5420.39990234375,5473.22998046875,5473.22998046875,3447840000
2024-06-18,5476.14990234375,5490.3798828125,5471.31982421875,5487.02978515625,5487.02978515625,3544330000
2024-06-20,5499.990234375,5505.52978515625,5455.56005859375,5473.169921875,5473.169921875,3847060000
2024-06-21,5466.77001953125,5478.31005859375,5452.02978515625,5464.6201171875,5464.6201171875,6773800000
2024-06-24,5459.580078125,5490.66015625,5447.58984375,5447.8701171875,5447.8701171875,3696750000
2024-06-25,5460.72998046875,5472.8798828125,5446.56005859375,5469.2998046875,5469.2998046875,3591960000
2024-06-26,5460.7099609375,5483.14013671875,5451.8701171875,5477.89990234375,5477.89990234375,3563920000
2024-06-27,5473.58984375,5490.81005859375,5467.5400390625,5482.8701171875,5482.8701171875,3589530000
2024-06-28,5488.47998046875,5523.64013671875,5451.1201171875,5460.47998046875,5460.47998046875,7199220000
2024-07-01,5471.080078125,5479.5498046875,5446.52978515625,5475.08984375,5475.08984375,3488760000
2024-07-02,5461.83984375,5509.68994140625,5458.43017578125,5509.009765625,5509.009765625,3329950000
2024-07-03,5507.43994140625,5539.27001953125,5507.419921875,5537.02001953125,5537.02001953125,2179470000
2024-07-05,5537.91015625,5570.330078125,5531.6298828125,5567.18994140625,5567.18994140625,3253080000
2024-07-08,5572.75,5583.10986328125,5562.509765625,5572.85009765625,5572.85009765625,3185670000
2024-07-09,5584.240234375,5590.75,5574.56982421875,5576.97998046875,5576.97998046875,3232920000
2024-07-10,5591.259765625,5635.39013671875,5586.43994140625,5633.91015625,5633.91015625,3336100000
2024-07-11,5635.2099609375,5642.4501953125,5576.52978515625,5584.5400390625,5584.5400390625,4020950000
2024-07-12,5590.759765625,5655.56005859375,5590.43994140625,5615.35009765625,5615.35009765625,3700280000
2024-07-15,5638.16015625,5666.93994140625,5614.75,5631.22021484375,5631.22021484375,3620470000
2024-07-16,5644.08984375,5669.669921875,5639.02001953125,5667.2001953125,5667.2001953125,4041760000
2024-07-17,5610.06982421875,5622.490234375,5584.81005859375,5588.27001953125,5588.27001953125,4246450000
2024-07-18,5608.56005859375,5614.0498046875,5522.81005859375,5544.58984375,5544.58984375,4007510000
2024-07-19,5543.3701171875,5557.5,5497.0400390625,5505.0,5505.0,3760570000
2024-07-22,5544.5400390625,5570.35986328125,5529.0400390625,5564.41015625,5564.41015625,3375180000
2024-07-23,5565.2998046875,5585.33984375,5550.89990234375,5555.740234375,5555.740234375,3500210000
2024-07-24,5505.83984375,5508.0400390625,5419.97998046875,5427.1298828125,5427.1298828125,3945550000
2024-07-25,5428.7001953125,5491.58984375,5390.9501953125,5399.22021484375,5399.22021484375,4592120000
2024-07-26,5433.669921875,5488.31982421875,5430.7001953125,5459.10009765625,5459.10009765625,3638770000
2024-07-29,5476.5498046875,5487.740234375,5444.43994140625,5463.5400390625,5463.5400390625,3379970000
2024-07-30,5478.72998046875,5489.4599609375,5401.7001953125,5436.43994140625,5436.43994140625,3777740000
2024-07-31,5505.58984375,5551.509765625,5493.75,5522.2998046875,5522.2998046875,4546910000
2024-08-01,5537.83984375,5566.16015625,5410.419921875,5446.68017578125,5446.68017578125,4703620000
2024-08-02,5376.6298828125,5383.89013671875,5302.02978515625,5346.56005859375,5346.56005859375,5156450000
2024-08-05,5151.14013671875,5250.89013671875,5119.259765625,5186.330078125,5186.330078125,5333250000
2024-08-06,5206.419921875,5312.33984375,5193.56005859375,5240.02978515625,5240.02978515625,4690190000
2024-08-07,5293.1298828125,5330.64013671875,5195.5400390625,5199.5,5199.5,4558260000
2024-08-08,5252.56982421875,5328.02978515625,5233.85009765625,5319.31005859375,5319.31005859375,4016830000
2024-08-09,5314.66015625,5358.669921875,5300.83984375,5344.16015625,5344.16015625,3516400000
2024-08-12,5351.8798828125,5371.2001953125,5324.3701171875,5344.39013671875,5344.39013671875,3360160000
2024-08-13,5376.97998046875,5436.5,5376.97998046875,5434.43017578125,5434.43017578125,3648980000
2024-08-14,5442.35986328125,5463.22021484375,5415.91015625,5455.2099609375,5455.2099609375,3380050000
2024-08-15,5501.1298828125,5546.22998046875,5501.1298828125,5543.22021484375,5543.22021484375,3723310000
2024-08-16,5530.5,5561.97998046875,5525.169921875,5554.25,5554.25,3357690000
2024-08-19,5557.22998046875,5608.2998046875,5550.740234375,5608.25,5608.25,3222050000
2024-08-20,5602.8798828125,5620.509765625,5585.5,5597.1201171875,5597.1201171875,2994420000
2024-08-21,5603.08984375,5632.68017578125,5591.56982421875,5620.85009765625,5620.85009765625,3119670000
2024-08-22,5637.77001953125,5643.22021484375,5560.9501953125,5570.64013671875,5570.64013671875,2981530000
2024-08-23,5602.490234375,5641.81982421875,5585.16015625,5634.60986328125,5634.60986328125,3291940000
